市区町村コード,都道府県,市区町村,sub6,mmw
19430,山梨県,富士河口湖町,0,0
19442,山梨県,小菅村,0,0
19443,山梨県,丹波山村,0,0
20201,長野県,長野市,1,1
20202,長野県,松本市,1,1
20203,長野県,上田市,0,1
20204,長野県,岡谷市,0,0
20205,長野県,飯田市,0,0
20206,長野県,諏訪市,0,0
20207,長野県,須坂市,0,0
20208,長野県,小諸市,0,0
20209,長野県,伊那市,0,0
20210,長野県,駒ヶ根市,0,0
20211,長野県,中野市,0,0
20212,長野県,大町市,0,0
20213,長野県,飯山市,0,0
20214,長野県,茅野市,0,1
20215,長野県,塩尻市,0,0
20217,長野県,佐久市,0,1
20218,長野県,千曲市,0,0
20219,長野県,東御市,0,0
20220,長野県,安曇野市,0,0
20303,長野県,小海町,0,0
20304,長野県,川上村,0,0
20305,長野県,南牧村,0,0
20306,長野県,南相木村,0,0
20307,長野県,北相木村,0,0
20309,長野県,佐久穂町,0,0
20321,長野県,軽井沢町,0,0
20323,長野県,御代田町,0,0
20324,長野県,立科町,0,0
20349,長野県,青木村,0,0
20350,長野県,長和町,0,0
20361,長野県,下諏訪町,0,0
20362,長野県,富士見町,0,0
20363,長野県,原村,0,0
20382,長野県,辰野町,0,0
20383,長野県,箕輪町,0,0
20384,長野県,飯島町,0,0
20385,長野県,南箕輪村,0,0
20386,長野県,中川村,0,0
20388,長野県,宮田村,0,0
20402,長野県,松川町,0,0
20403,長野県,高森町,0,0
20404,長野県,阿南町,0,0
20407,長野県,阿智村,0,0
20409,長野県,平谷村,0,0
20410,長野県,根羽村,0,0
20411,長野県,下條村,0,0
20412,長野県,売木村,0,0
20413,長野県,天龍村,0,0
20414,長野県,泰阜村,0,0
20415,長野県,喬木村,0,0
20416,長野県,豊丘村,0,0
20417,長野県,大鹿村,0,0
20422,長野県,上松町,0,0
20423,長野県,南木曽町,0,0
20425,長野県,木祖村,0,0
20429,長野県,王滝村,0,0
20430,長野県,大桑村,0,0
20432,長野県,木曽町,0,0
20446,長野県,麻績村,0,0
20448,長野県,生坂村,0,0
20450,長野県,山形村,0,0
20451,長野県,朝日村,0,0
20452,長野県,筑北村,0,0
20481,長野県,池田町,0,0
20482,長野県,松川村,0,0
20485,長野県,白馬村,0,0
20486,長野県,小谷村,0,0
20521,長野県,坂城町,0,0
20541,長野県,小布施町,0,0
20543,長野県,高山村,0,0
20561,長野県,山ノ内町,0,0
20562,長野県,木島平村,0,0
20563,長野県,野沢温泉村,0,0
20583,長野県,信濃町,0,0
20588,長野県,小川村,0,0
20590,長野県,飯綱町,0,0
20602,長野県,栄村,0,0
21201,岐阜県,岐阜市,1,1
21202,岐阜県,大垣市,1,0
21203,岐阜県,高山市,0,1
21204,岐阜県,多治見市,1,0
21205,岐阜県,関市,0,0
21206,岐阜県,中津川市,0,1
21207,岐阜県,美濃市,0,0
21208,岐阜県,瑞浪市,0,0
21209,岐阜県,羽島市,0,0
21210,岐阜県,恵那市,0,1
21211,岐阜県,美濃加茂市,0,0
21212,岐阜県,土岐市,0,0
21213,岐阜県,各務原市,1,0
21214,岐阜県,可児市,0,0
21215,岐阜県,山県市,0,0
21216,岐阜県,瑞穂市,0,0
21217,岐阜県,飛騨市,0,0
21218,岐阜県,本巣市,0,0
21219,岐阜県,郡上市,0,1
21220,岐阜県,下呂市,0,1
21221,岐阜県,海津市,0,0
21302,岐阜県,岐南町,0,0
21303,岐阜県,笠松町,0,0
21341,岐阜県,養老町,0,0
21361,岐阜県,垂井町,0,0
21362,岐阜県,関ケ原町,0,0
21381,岐阜県,神戸町,0,0
21382,岐阜県,輪之内町,0,0
21383,岐阜県,安八町,0,0
21401,岐阜県,揖斐川町,0,0
21403,岐阜県,大野町,0,0
21404,岐阜県,池田町,0,0
21421,岐阜県,北方町,0,0
21501,岐阜県,坂祝町,0,0
21502,岐阜県,富加町,0,0
21503,岐阜県,川辺町,0,0
21504,岐阜県,七宗町,0,0
21505,岐阜県,八百津町,0,0
21506,岐阜県,白川町,0,0
21507,岐阜県,東白川村,0,0
21521,岐阜県,御嵩町,0,0
21604,岐阜県,白川村,0,0
22100,静岡県,静岡市,1,1
22130,静岡県,浜松市,1,1
22203,静岡県,沼津市,1,0
22205,静岡県,熱海市,0,0
22206,静岡県,三島市,1,0
22207,静岡県,富士宮市,1,0
22208,静岡県,伊東市,0,0
22209,静岡県,島田市,0,0
22210,静岡県,富士市,1,0
22211,静岡県,磐田市,0,0
22212,静岡県,焼津市,0,0
22213,静岡県,掛川市,0,0
22214,静岡県,藤枝市,1,0
22215,静岡県,御殿場市,0,0
22216,静岡県,袋井市,0,0
22219,静岡県,下田市,0,0
22220,静岡県,裾野市,0,0
22221,静岡県,湖西市,0,0
22222,静岡県,伊豆市,0,0
22223,静岡県,御前崎市,0,0
22224,静岡県,菊川市,0,0
22225,静岡県,伊豆の国市,0,0
22226,静岡県,牧之原市,0,0
22301,静岡県,東伊豆町,0,0
22302,静岡県,河津町,0,0
22304,静岡県,南伊豆町,0,0
22305,静岡県,松崎町,0,0
22306,静岡県,西伊豆町,0,0
22325,静岡県,函南町,0,0
22341,静岡県,清水町,0,0
22342,静岡県,長泉町,0,0
22344,静岡県,小山町,0,0
22424,静岡県,吉田町,0,0
22429,静岡県,川根本町,0,0
22461,静岡県,森町,0,0
23100,愛知県,名古屋市,1,1
23201,愛知県,豊橋市,1,1
23202,愛知県,岡崎市,1,0
23203,愛知県,一宮市,1,0
23204,愛知県,瀬戸市,0,0
23205,愛知県,半田市,1,0
23206,愛知県,春日井市,1,0
23207,愛知県,豊川市,1,0
23208,愛知県,津島市,0,0
23209,愛知県,碧南市,0,0
23210,愛知県,刈谷市,1,0
23211,愛知県,豊田市,1,0
23212,愛知県,安城市,1,0
23213,愛知県,西尾市,0,0
23214,愛知県,蒲郡市,0,0
23215,愛知県,犬山市,0,0
23216,愛知県,常滑市,0,0
23217,愛知県,江南市,1,0
23219,愛知県,小牧市,1,0
23220,愛知県,稲沢市,0,0
23221,愛知県,新城市,0,0
23222,愛知県,東海市,1,0
23223,愛知県,大府市,0,0
23224,愛知県,知多市,0,0
23225,愛知県,知立市,0,0
23226,愛知県,尾張旭市,1,0
23227,愛知県,高浜市,0,0
23228,愛知県,岩倉市,0,0
23229,愛知県,豊明市,1,0
23230,愛知県,日進市,0,0
23231,愛知県,田原市,0,0
23232,愛知県,愛西市,0,0
23233,愛知県,清須市,0,0
23234,愛知県,北名古屋市,0,0
23235,愛知県,弥富市,0,0
23236,愛知県,みよし市,0,0
23237,愛知県,あま市,0,0
23238,愛知県,長久手市,0,0
23302,愛知県,東郷町,0,0
23342,愛知県,豊山町,0,0
23361,愛知県,大口町,0,0
23362,愛知県,扶桑町,0,0
23424,愛知県,大治町,0,0
23425,愛知県,蟹江町,0,0
23427,愛知県,飛島村,0,0
23441,愛知県,阿久比町,0,0
23442,愛知県,東浦町,0,0
23445,愛知県,南知多町,0,0
23446,愛知県,美浜町,0,0
23447,愛知県,武豊町,0,0
23501,愛知県,幸田町,0,0
23561,愛知県,設楽町,0,0
23562,愛知県,東栄町,0,0
23563,愛知県,豊根村,0,0
24201,三重県,津市,1,1
24202,三重県,四日市市,1,0
24203,三重県,伊勢市,0,0
24204,三重県,松阪市,1,1
24205,三重県,桑名市,0,0
24207,三重県,鈴鹿市,1,0
24208,三重県,名張市,1,0
24209,三重県,尾鷲市,0,0
24210,三重県,亀山市,0,0
24211,三重県,鳥羽市,0,0
24212,三重県,熊野市,0,0
24214,三重県,いなべ市,0,0
24215,三重県,志摩市,0,0
24216,三重県,伊賀市,0,1
24303,三重県,木曽岬町,0,0
24324,三重県,東員町,0,0
24341,三重県,菰野町,0,0
24343,三重県,朝日町,0,0
24344,三重県,川越町,0,0
24441,三重県,多気町,0,0
24442,三重県,明和町,0,0
24443,三重県,大台町,0,0
24461,三重県,玉城町,0,0
24470,三重県,度会町,0,0
24471,三重県,大紀町,0,0
24472,三重県,南伊勢町,0,0
24543,三重県,紀北町,0,0
24561,三重県,御浜町,0,0
24562,三重県,紀宝町,0,0
25201,滋賀県,大津市,1,1
25202,滋賀県,彦根市,0,0
25203,滋賀県,長浜市,0,1
25204,滋賀県,近江八幡市,0,0
25206,滋賀県,草津市,1,0
25207,滋賀県,守山市,0,0
25208,滋賀県,栗東市,0,0
25209,滋賀県,甲賀市,0,0
25210,滋賀県,野洲市,0,0
25211,滋賀県,湖南市,0,0
25212,滋賀県,高島市,0,0
25213,滋賀県,東近江市,0,0
25214,滋賀県,米原市,0,0
25383,滋賀県,日野町,0,0
25384,滋賀県,竜王町,0,0
25425,滋賀県,愛荘町,0,0
25441,滋賀県,豊郷町,0,0
25442,滋賀県,甲良町,0,0
25443,滋賀県,多賀町,0,0
26100,京都府,京都市,1,1
26201,京都府,福知山市,0,1
26202,京都府,舞鶴市,0,0
26203,京都府,綾部市,0,0
26204,京都府,宇治市,1,0
26205,京都府,宮津市,0,0
26206,京都府,亀岡市,0,0
26207,京都府,城陽市,0,0
26208,京都府,向日市,0,0
26209,京都府,長岡京市,1,0
26210,京都府,八幡市,0,0
26211,京都府,京田辺市,0,0
26212,京都府,京丹後市,0,1
26213,京都府,南丹市,0,0
26214,京都府,木津川市,0,0
26303,京都府,大山崎町,0,0
26322,京都府,久御山町,0,0
26343,京都府,井手町,0,0
26344,京都府,宇治田原町,0,0
26364,京都府,笠置町,0,0
26365,京都府,和束町,0,0
26366,京都府,精華町,0,0
26367,京都府,南山城村,0,0
26407,京都府,京丹波町,0,0
26463,京都府,伊根町,0,0
26465,京都府,与謝野町,0,0
27100,大阪府,大阪市,1,1
27140,大阪府,堺市,1,1
27202,大阪府,岸和田市,1,0
27203,大阪府,豊中市,1,0
27204,大阪府,池田市,1,0
27205,大阪府,吹田市,1,0
27206,大阪府,泉大津市,0,0
27207,大阪府,高槻市,1,0
27208,大阪府,貝塚市,0,0
27209,大阪府,守口市,1,0
27210,大阪府,枚方市,1,0
27211,大阪府,茨木市,1,0
27212,大阪府,八尾市,1,0
27213,大阪府,泉佐野市,1,0
27214,大阪府,富田林市,0,0
27215,大阪府,寝屋川市,1,0
27216,大阪府,河内長野市,1,0
27217,大阪府,松原市,1,0
27218,大阪府,大東市,1,0
27219,大阪府,和泉市,1,0
27220,大阪府,箕面市,1,0
27221,大阪府,柏原市,0,0
27222,大阪府,羽曳野市,1,0
27223,大阪府,門真市,0,0
27224,大阪府,摂津市,0,0
27225,大阪府,高石市,0,0
27226,大阪府,藤井寺市,0,0
27227,大阪府,東大阪市,1,1
27228,大阪府,泉南市,0,0
27229,大阪府,四條畷市,0,0
27230,大阪府,交野市,0,0
27231,大阪府,大阪狭山市,0,0
27232,大阪府,阪南市,0,0
27301,大阪府,島本町,0,0
27321,大阪府,豊能町,0,0
27322,大阪府,能勢町,0,0
27341,大阪府,忠岡町,0,0
27361,大阪府,熊取町,0,0
27362,大阪府,田尻町,0,0
27366,大阪府,岬町,0,0
27381,大阪府,太子町,0,0
27382,大阪府,河南町,0,0
27383,大阪府,千早赤阪村,0,0
28100,兵庫県,神戸市,1,1
28201,兵庫県,姫路市,1,1
28202,兵庫県,尼崎市,1,0
28203,兵庫県,明石市,1,0
28204,兵庫県,西宮市,1,0
28205,兵庫県,洲本市,0,0
28206,兵庫県,芦屋市,0,0
28207,兵庫県,伊丹市,1,0
28208,兵庫県,相生市,0,0
28209,兵庫県,豊岡市,0,0
28210,兵庫県,加古川市,1,0
28212,兵庫県,赤穂市,1,0
28213,兵庫県,西脇市,0,0
28214,兵庫県,宝塚市,1,0
28215,兵庫県,三木市,0,0
28216,兵庫県,高砂市,1,0
28217,兵庫県,川西市,1,0
28218,兵庫県,小野市,0,0
28219,兵庫県,三田市,1,0
28220,兵庫県,加西市,0,0
28221,兵庫県,篠山市,0,1
28222,兵庫県,養父市,0,0
28223,兵庫県,丹波市,0,0
28224,兵庫県,南あわじ市,0,0
28225,兵庫県,朝来市,0,0
28226,兵庫県,淡路市,0,0
28227,兵庫県,宍粟市,0,0
28228,兵庫県,加東市,0,0
28229,兵庫県,たつの市,0,0
28301,兵庫県,猪名川町,0,0
28365,兵庫県,多可町,0,0
28381,兵庫県,稲美町,0,0
28382,兵庫県,播磨町,0,0
28442,兵庫県,市川町,0,0
28443,兵庫県,福崎町,0,0
28446,兵庫県,神河町,0,0
28464,兵庫県,太子町,0,0
28481,兵庫県,上郡町,0,0
28501,兵庫県,佐用町,0,0
28585,兵庫県,香美町,0,0
28586,兵庫県,新温泉町,0,0
29201,奈良県,奈良市,1,1
29202,奈良県,大和高田市,0,0
29203,奈良県,大和郡山市,0,0
29204,奈良県,天理市,0,0
29205,奈良県,橿原市,0,0
29206,奈良県,桜井市,0,0
29207,奈良県,五條市,0,0
29208,奈良県,御所市,0,0
29209,奈良県,生駒市,0,0
29210,奈良県,香芝市,0,0
29211,奈良県,葛城市,0,0
29212,奈良県,宇陀市,0,0
29322,奈良県,山添村,0,0
29342,奈良県,平群町,0,0
29343,奈良県,三郷町,0,0
29344,奈良県,斑鳩町,0,0
29345,奈良県,安堵町,0,0
29361,奈良県,川西町,0,0
29362,奈良県,三宅町,0,0
29363,奈良県,田原本町,0,0
29385,奈良県,曽爾村,0,0
29386,奈良県,御杖村,0,0
29401,奈良県,高取町,0,0
29402,奈良県,明日香村,0,0
29424,奈良県,上牧町,0,0
29425,奈良県,王寺町,0,0
29426,奈良県,広陵町,0,0
29427,奈良県,河合町,0,0
29441,奈良県,吉野町,0,0
29442,奈良県,大淀町,0,0
29443,奈良県,下市町,0,0
29444,奈良県,黒滝村,0,0
29446,奈良県,天川村,0,0
29447,奈良県,野迫川村,0,0
29449,奈良県,十津川村,0,0
29450,奈良県,下北山村,0,0
29451,奈良県,上北山村,0,0
29452,奈良県,川上村,0,0
29453,奈良県,東吉野村,0,0
30201,和歌山県,和歌山市,1,1
30202,和歌山県,海南市,0,0
30203,和歌山県,橋本市,0,0
30204,和歌山県,有田市,0,0
30205,和歌山県,御坊市,0,0
30206,和歌山県,田辺市,1,1
30207,和歌山県,新宮市,0,0
30208,和歌山県,紀の川市,0,0
30209,和歌山県,岩出市,0,0
30304,和歌山県,紀美野町,0,0
30341,和歌山県,かつらぎ町,0,0
30343,和歌山県,九度山町,0,0
30344,和歌山県,高野町,0,0
30361,和歌山県,湯浅町,0,0
30362,和歌山県,広川町,0,0
30366,和歌山県,有田川町,0,0
30381,和歌山県,美浜町,0,0
30382,和歌山県,日高町,0,0
30383,和歌山県,由良町,0,0
30390,和歌山県,印南町,0,0
30391,和歌山県,みなべ町,0,0
30392,和歌山県,日高川町,0,0
30401,和歌山県,白浜町,0,0
30404,和歌山県,上富田町,0,0
30406,和歌山県,すさみ町,0,0
30421,和歌山県,那智勝浦町,0,0
30422,和歌山県,太地町,0,0
30424,和歌山県,古座川町,0,0
30427,和歌山県,北山村,0,0
30428,和歌山県,串本町,0,0
31201,鳥取県,鳥取市,1,1
31202,鳥取県,米子市,1,1
31203,鳥取県,倉吉市,0,1
31204,鳥取県,境港市,0,0
31302,鳥取県,岩美町,0,0
31325,鳥取県,若桜町,0,0
31328,鳥取県,智頭町,0,0
31329,鳥取県,八頭町,0,0
31364,鳥取県,三朝町,0,0
31370,鳥取県,湯梨浜町,0,0
31371,鳥取県,琴浦町,0,0
31372,鳥取県,北栄町,0,0
31384,鳥取県,日吉津村,0,0
31386,鳥取県,大山町,0,0
31389,鳥取県,南部町,0,0
31390,鳥取県,伯耆町,0,0
31401,鳥取県,日南町,0,0
31402,鳥取県,日野町,0,0
31403,鳥取県,江府町,0,0
32201,島根県,松江市,1,1
32202,島根県,浜田市,0,1
32203,島根県,出雲市,1,1
32204,島根県,益田市,0,1
32205,島根県,大田市,0,1
32206,島根県,安来市,0,0
32207,島根県,江津市,0,1
32209,島根県,雲南市,0,0
32343,島根県,奥出雲町,0,0
32386,島根県,飯南町,0,0
32441,島根県,川本町,0,0
32448,島根県,美郷町,0,0
32449,島根県,邑南町,0,0
32501,島根県,津和野町,0,0
32505,島根県,吉賀町,0,0
32525,島根県,海士町,0,0
32526,島根県,西ノ島町,0,0
32527,島根県,知夫村,0,0
32528,島根県,隠岐の島町,0,1
33100,岡山県,岡山市,1,1
33202,岡山県,倉敷市,1,1
33203,岡山県,津山市,0,1
33204,岡山県,玉野市,0,0
33205,岡山県,笠岡市,0,0
33207,岡山県,井原市,0,0
33208,岡山県,総社市,0,0
33209,岡山県,高梁市,0,1
33210,岡山県,新見市,0,0
33211,岡山県,備前市,0,0
33212,岡山県,瀬戸内市,0,0
33213,岡山県,赤磐市,0,0
33214,岡山県,真庭市,0,0
33215,岡山県,美作市,0,1
33216,岡山県,浅口市,0,0
33346,岡山県,和気町,0,0
33423,岡山県,早島町,0,0
33445,岡山県,里庄町,0,0
33461,岡山県,矢掛町,0,0
33586,岡山県,新庄村,0,0
33606,岡山県,鏡野町,0,0
33622,岡山県,勝央町,0,0
33623,岡山県,奈義町,0,0
33643,岡山県,西粟倉村,0,0
33663,岡山県,久米南町,0,0
33666,岡山県,美咲町,0,0
33681,岡山県,吉備中央町,0,0
34100,広島県,広島市,1,1
34202,広島県,呉市,0,0
34203,広島県,竹原市,0,0
34204,広島県,三原市,0,1
34205,広島県,尾道市,0,1
34207,広島県,福山市,1,1
34208,広島県,府中市,0,0
34209,広島県,三次市,0,0
34210,広島県,庄原市,0,1
34211,広島県,大竹市,0,0
34212,広島県,東広島市,0,1
34213,広島県,廿日市市,0,0
34214,広島県,安芸高田市,0,1
34215,広島県,江田島市,0,0
34302,広島県,府中町,0,0
34304,広島県,海田町,0,0
34307,広島県,熊野町,0,0
34309,広島県,坂町,0,0
34368,広島県,安芸太田町,0,0
34369,広島県,北広島町,0,0
34431,広島県,大崎上島町,0,0
34462,広島県,世羅町,0,0
34545,広島県,神石高原町,0,0
35201,山口県,下関市,1,1
35202,山口県,宇部市,1,0
35203,山口県,山口市,1,1
35204,山口県,萩市,0,1
35206,山口県,防府市,0,0
35207,山口県,下松市,0,0
35208,山口県,岩国市,1,1
35210,山口県,光市,0,0
35211,山口県,長門市,0,1
35212,山口県,柳井市,0,1
35213,山口県,美祢市,0,1
35215,山口県,周南市,1,1
35216,山口県,山陽小野田市,0,0
35305,山口県,周防大島町,0,0
35321,山口県,和木町,0,0
35341,山口県,上関町,0,0
35343,山口県,田布施町,0,0
35344,山口県,平生町,0,0
35502,山口県,阿武町,0,0
36201,徳島県,徳島市,1,0
36202,徳島県,鳴門市,0,0
36203,徳島県,小松島市,0,0
36204,徳島県,阿南市,0,0
36205,徳島県,吉野川市,0,0
36206,徳島県,阿波市,0,0
36207,徳島県,美馬市,0,0
36208,徳島県,三好市,0,0
36301,徳島県,勝浦町,0,0
36302,徳島県,上勝町,0,0
36321,徳島県,佐那河内村,0,0
36341,徳島県,石井町,0,0
36342,徳島県,神山町,0,0
36368,徳島県,那賀町,0,0
36383,徳島県,牟岐町,0,0
36387,徳島県,美波町,0,0
36388,徳島県,海陽町,0,0
36401,徳島県,松茂町,0,0
36402,徳島県,北島町,0,0
36403,徳島県,藍住町,0,0
36404,徳島県,板野町,0,0
36405,徳島県,上板町,0,0
36468,徳島県,つるぎ町,0,0
36489,徳島県,東みよし町,0,0
37201,香川県,高松市,1,1
37202,香川県,丸亀市,0,0
37203,香川県,坂出市,0,0
37204,香川県,善通寺市,0,0
37205,香川県,観音寺市,0,0
37206,香川県,さぬき市,0,0
37207,香川県,東かがわ市,0,0
37208,香川県,三豊市,0,0
37322,香川県,土庄町,0,0
37324,香川県,小豆島町,0,0
37341,香川県,三木町,0,0
37364,香川県,直島町,0,0
37386,香川県,宇多津町,0,0
37387,香川県,綾川町,0,0
37403,香川県,琴平町,0,0
37404,香川県,多度津町,0,0
37406,香川県,まんのう町,0,0
38201,愛媛県,松山市,1,1
38202,愛媛県,今治市,1,1
38203,愛媛県,宇和島市,0,1
38204,愛媛県,八幡浜市,0,0
38205,愛媛県,新居浜市,0,0
38206,愛媛県,西条市,1,1
38207,愛媛県,大洲市,0,1
38210,愛媛県,伊予市,0,0
38213,愛媛県,四国中央市,0,1
38214,愛媛県,西予市,0,1
38215,愛媛県,東温市,0,0
38356,愛媛県,上島町,0,0
38386,愛媛県,久万高原町,0,0
38401,愛媛県,松前町,0,0
38402,愛媛県,砥部町,0,0
38422,愛媛県,内子町,0,0
38442,愛媛県,伊方町,0,0
38484,愛媛県,松野町,0,0
38488,愛媛県,鬼北町,0,0
38506,愛媛県,愛南町,0,0
39201,高知県,高知市,1,1
39202,高知県,室戸市,0,1
39203,高知県,安芸市,0,0
39204,高知県,南国市,0,0
39205,高知県,土佐市,0,0
39206,高知県,須崎市,0,1
39208,高知県,宿毛市,0,0
39209,高知県,土佐清水市,0,1
39210,高知県,四万十市,0,1
39211,高知県,香南市,0,0
39212,高知県,香美市,0,0
39301,高知県,東洋町,0,0
39302,高知県,奈半利町,0,0
39303,高知県,田野町,0,0
39304,高知県,安田町,0,0
39305,高知県,北川村,0,0
39306,高知県,馬路村,0,0
39307,高知県,芸西村,0,0
39341,高知県,本山町,0,0
39344,高知県,大豊町,0,0
39363,高知県,土佐町,0,0
39364,高知県,大川村,0,0
39386,高知県,いの町,0,0
39387,高知県,仁淀川町,0,0
39401,高知県,中土佐町,0,0
39402,高知県,佐川町,0,0
39403,高知県,越知町,0,0
39405,高知県,檮原町,0,0
39410,高知県,日高村,0,0
39411,高知県,津野町,0,0
39412,高知県,四万十町,0,0
39424,高知県,大月町,0,0
39427,高知県,三原村,0,0
39428,高知県,黒潮町,0,0
40100,福岡県,北九州市,1,1
40130,福岡県,福岡市,1,1
40202,福岡県,大牟田市,1,0
40203,福岡県,久留米市,1,0
40204,福岡県,直方市,0,0
40205,福岡県,飯塚市,0,0
40206,福岡県,田川市,0,0
40207,福岡県,柳川市,0,0
40210,福岡県,八女市,0,0
40211,福岡県,筑後市,0,0
40212,福岡県,大川市,0,0
40213,福岡県,行橋市,0,0
40214,福岡県,豊前市,0,0
40215,福岡県,中間市,0,0
40216,福岡県,小郡市,0,0
40217,福岡県,筑紫野市,1,0
40218,福岡県,春日市,1,0
40219,福岡県,大野城市,1,0
40220,福岡県,宗像市,0,0
40221,福岡県,太宰府市,0,0
40223,福岡県,古賀市,0,0
40224,福岡県,福津市,0,0
40225,福岡県,うきは市,0,0
40226,福岡県,宮若市,0,0
40227,福岡県,嘉麻市,0,0
40228,福岡県,朝倉市,0,0
40229,福岡県,みやま市,0,0
40230,福岡県,糸島市,0,0
40305,福岡県,那珂川町,0,0
40341,福岡県,宇美町,0,0
40342,福岡県,篠栗町,0,0
40343,福岡県,志免町,0,0
40344,福岡県,須恵町,0,0
40345,福岡県,新宮町,0,0
40348,福岡県,久山町,0,0
40349,福岡県,粕屋町,0,0
40381,福岡県,芦屋町,0,0
40382,福岡県,水巻町,0,0
40383,福岡県,岡垣町,0,0
40384,福岡県,遠賀町,0,0
40401,福岡県,小竹町,0,0
40402,福岡県,鞍手町,0,0
40421,福岡県,桂川町,0,0
40447,福岡県,筑前町,0,0
40448,福岡県,東峰村,0,0
40503,福岡県,大刀洗町,0,0
40522,福岡県,大木町,0,0
40544,福岡県,広川町,0,0
40601,福岡県,香春町,0,0
40602,福岡県,添田町,0,0
40604,福岡県,糸田町,0,0
40605,福岡県,川崎町,0,0
40608,福岡県,大任町,0,0
40609,福岡県,赤村,0,0
40610,福岡県,福智町,0,0
40621,福岡県,苅田町,0,0
40625,福岡県,みやこ町,0,0
40642,福岡県,吉富町,0,0
40646,福岡県,上毛町,0,0
40647,福岡県,築上町,0,0
41201,佐賀県,佐賀市,1,0
41202,佐賀県,唐津市,1,1
41203,佐賀県,鳥栖市,1,0
41204,佐賀県,多久市,0,0
41205,佐賀県,伊万里市,0,0
41206,佐賀県,武雄市,0,0
41207,佐賀県,鹿島市,0,0
41208,佐賀県,小城市,0,0
41209,佐賀県,嬉野市,0,0
41210,佐賀県,神埼市,0,0
41327,佐賀県,吉野ヶ里町,0,0
41341,佐賀県,基山町,0,0
41345,佐賀県,上峰町,0,0
41346,佐賀県,みやき町,0,0
41387,佐賀県,玄海町,0,0
41401,佐賀県,有田町,0,0
41423,佐賀県,大町町,0,0
41424,佐賀県,江北町,0,0
41425,佐賀県,白石町,0,0
41441,佐賀県,太良町,0,0
42201,長崎県,長崎市,1,1
42202,長崎県,佐世保市,1,1
42203,長崎県,島原市,0,0
42204,長崎県,諫早市,1,0
42205,長崎県,大村市,1,0
42207,長崎県,平戸市,0,1
42208,長崎県,松浦市,0,0
42209,長崎県,対馬市,0,0
42210,長崎県,壱岐市,0,0
42211,長崎県,五島市,0,1
42212,長崎県,西海市,0,1
42213,長崎県,雲仙市,0,1
42214,長崎県,南島原市,0,0
42307,長崎県,長与町,0,0
42308,長崎県,時津町,0,0
42321,長崎県,東彼杵町,0,0
42322,長崎県,川棚町,0,0
42323,長崎県,波佐見町,0,0
42383,長崎県,小値賀町,0,0
42391,長崎県,佐々町,0,0
42411,長崎県,新上五島町,0,1
43100,熊本県,熊本市,1,1
43202,熊本県,八代市,0,1
43203,熊本県,人吉市,0,0
43204,熊本県,荒尾市,0,0
43205,熊本県,水俣市,0,0
43206,熊本県,玉名市,0,0
43208,熊本県,山鹿市,0,0
43210,熊本県,菊池市,0,0
43211,熊本県,宇土市,0,0
43212,熊本県,上天草市,0,0
43213,熊本県,宇城市,0,0
43214,熊本県,阿蘇市,0,0
43215,熊本県,天草市,0,1
43216,熊本県,合志市,0,0
43348,熊本県,美里町,0,0
43364,熊本県,玉東町,0,0
43367,熊本県,南関町,0,0
43368,熊本県,長洲町,0,0
43369,熊本県,和水町,0,0
43403,熊本県,大津町,0,0
43404,熊本県,菊陽町,0,0
43423,熊本県,南小国町,0,0
43424,熊本県,小国町,0,0
43425,熊本県,産山村,0,0
43428,熊本県,高森町,0,0
43432,熊本県,西原村,0,0
43433,熊本県,南阿蘇村,0,0
43441,熊本県,御船町,0,0
43442,熊本県,嘉島町,0,0
43443,熊本県,益城町,0,0
43444,熊本県,甲佐町,0,0
43447,熊本県,山都町,0,0
43468,熊本県,氷川町,0,0
43482,熊本県,芦北町,0,0
43484,熊本県,津奈木町,0,0
43501,熊本県,錦町,0,0
43505,熊本県,多良木町,0,0
43506,熊本県,湯前町,0,0
43507,熊本県,水上村,0,0
43510,熊本県,相良村,0,0
43511,熊本県,五木村,0,0
43512,熊本県,山江村,0,0
43513,熊本県,球磨村,0,0
43514,熊本県,あさぎり町,0,0
43531,熊本県,苓北町,0,0
44201,大分県,大分市,1,1
44202,大分県,別府市,1,0
44203,大分県,中津市,0,1
44204,大分県,日田市,0,1
44205,大分県,佐伯市,0,0
44206,大分県,臼杵市,0,0
44207,大分県,津久見市,0,0
44208,大分県,竹田市,0,0
44209,大分県,豊後高田市,0,0
44210,大分県,杵築市,0,0
44211,大分県,宇佐市,0,0
44212,大分県,豊後大野市,0,0
44213,大分県,由布市,0,0
44214,大分県,国東市,0,0
44322,大分県,姫島村,0,0
44341,大分県,日出町,0,0
44461,大分県,九重町,0,0
44462,大分県,玖珠町,0,0
45201,宮崎県,宮崎市,1,1
45202,宮崎県,都城市,1,1
45203,宮崎県,延岡市,0,1
45204,宮崎県,日南市,0,1
45205,宮崎県,小林市,0,1
45206,宮崎県,日向市,1,1
45207,宮崎県,串間市,0,0
45208,宮崎県,西都市,0,0
45209,宮崎県,えびの市,0,0
45341,宮崎県,三股町,0,0
45361,宮崎県,高原町,0,0
45382,宮崎県,国富町,0,0
45383,宮崎県,綾町,0,0
45401,宮崎県,高鍋町,0,0
45402,宮崎県,新富町,0,0
45403,宮崎県,西米良村,0,0
45404,宮崎県,木城町,0,0
45405,宮崎県,川南町,0,0
45406,宮崎県,都農町,0,0
45421,宮崎県,門川町,0,0
