key_code,key_code2,directory1,directory2,pref,city,kv_img,kv_cth_pc,kv_cth_sp,kv_notice_txt,kvbn1_img_pc,kvbn1_img_sp,kvbn1_alt,kvbn1_url,kvbn1_blank,cover_ratio,attention1_title,attention1_url,attention2_title,attention2_url,attention3_title,attention3_url,attention4_title,attention4_url,attention5_title,attention5_url,area_map,os_video,os_live,os_game,os_music,os_dl,os_ul,os_utilization,os_out-of-range,os_consistent-quality,search_city,x_account,x_bn_pc,x_bn_sp,bn1_img_pc,bn1_img_sp,bn1_alt,bn1_url,bn1_blank,bn2_img_pc,bn2_img_sp,bn2_alt,bn2_url,bn2_blank,us_title,us_ratio,us_voice ,uv1_img,uv1_title,uv1_url,uv2_img,uv2_title,uv2_url,uv3_img,uv3_title,uv3_url,q1_n,q1_img_pc,q1_img_sp,q1_percentage,q1_disclaimer,q2_n,q2_img_pc,q2_img_sp,q2_percentage,q2_disclaimer,q_prefecture
kanagawa_pref,kanagawa_pref,kanagawa,,神奈川県,,kv_kanagawa.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.99%,,,,,,,,,,,kanagawa_map.png?231122,1,1,,1,,1,,,,,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,uv1_kanagawa.jpg,月々のデータ利用量が少なくても、乗り換えでおトクになった！,https://network.mobile.rakuten.co.jp/uservoice/33/,uv2_kanagawa.jpg,おトクに買えたiPhoneで、大人のスマホデビューをしました！,https://network.mobile.rakuten.co.jp/uservoice/34/,uv3_kanagawa.jpg,おトクな利用料金がとにかく魅力！楽天モバイルの大ファンです,https://network.mobile.rakuten.co.jp/uservoice/41/,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kanagawa_14213,kanagawa_yamato,kanagawa,14213,神奈川県,大和市,kv_14213.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14213.png,1,,1,,1,1,1,1,,大和市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14212,kanagawa_atsugi,kanagawa,14212,神奈川県,厚木市,kv_14212.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14212.png,1,,1,,1,1,1,1,1,厚木市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14207,kanagawa_chigasaki,kanagawa,14207,神奈川県,茅ヶ崎市,kv_14207.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14207.png,1,,1,,1,1,1,1,1,茅ヶ崎市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14206,kanagawa_odawara,kanagawa,14206,神奈川県,小田原市,kv_14206.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14206.png,1,,1,,1,1,1,1,1,小田原市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14203,kanagawa_hiratsuka,kanagawa,14203,神奈川県,平塚市,kv_14203.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14203.png,1,,1,,1,1,,1,1,平塚市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14201,kanagawa_yokosuka,kanagawa,14201,神奈川県,横須賀市,kv_14201.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14201.png,1,,1,,1,1,,1,1,横須賀市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14151,kanagawa_sagamihara,kanagawa,14151,神奈川県,相模原市,kv_14151.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.91%,,,,,,,,,,,map_14151.png,1,,1,,,1,,,1,相模原市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,1035,q_img_1_pc.png,q_img_1_sp.png,80,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
kanagawa_14131,kanagawa_kawasaki,kanagawa,14131,神奈川県,川崎市,kv_14131.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14131.png,1,,1,,,1,1,1,,川崎市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,200,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,224,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kanagawa_14101,kanagawa_yokohama,kanagawa,14101,神奈川県,横浜市,kv_14101.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_14101.png,1,,1,,,1,1,1,,横浜市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,428,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,514,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
chiba_pref,chiba_pref,chiba,,千葉県,,kv_chiba.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.96%,,,,,,,,,,,chiba_map.png?231122,1,1,1,1,,1,,,1,,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,uv1_chiba.jpg,家族みんなで楽天モバイル！安定した回線で動画を楽しんでいます,https://network.mobile.rakuten.co.jp/uservoice/24/,uv2_chiba.jpg,店舗で家族5人でもスピード乗り換え！かけ放題オプションも便利,https://network.mobile.rakuten.co.jp/uservoice/25/,uv3_chiba.jpg,娘の進学を機に乗り換え！楽天ポイントで生活費の負担も軽減,https://network.mobile.rakuten.co.jp/uservoice/51/,501,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
chiba_12217,chiba_kashiwa,chiba,12217,千葉県,柏市,kv_12217.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_12217.png,,,1,,1,1,1,1,1,柏市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,501,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
chiba_12204,chiba_funabashi,chiba,12204,千葉県,船橋市,kv_12204.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_12204.png,1,,1,,1,1,1,1,1,船橋市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,501,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
chiba_12101,chiba_chiba,chiba,12101,千葉県,千葉市,kv_12101.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_12101.png,1,,1,,,1,1,1,1,千葉市,RM__Shutoken,bnr-twitter-shutoken-pc.png,bnr-twitter-shutoken-sp.png,,,,,,,,,,,,,,,,,,,,,,,91,q_img_1_pc.png,q_img_1_sp.png,89,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,109,q_img_2_pc.png,q_img_2_sp.png,88,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
ibaraki_pref,ibaraki_pref,ibaraki,,茨城県,,kv_ibaraki.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.91%,,,,,,,,,,,ibaraki_map.png?231122,1,1,,1,1,1,,,,,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,532,q_img_1_pc.png,q_img_1_sp.png,83,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
ibaraki_8220,ibaraki_tsukuba,ibaraki,8220,茨城県,つくば市,kv_8220.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_8220.png,1,,1,,1,1,1,1,,つくば市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,532,q_img_1_pc.png,q_img_1_sp.png,83,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
ibaraki_8201,ibaraki_mito,ibaraki,8201,茨城県,水戸市,kv_8201.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_8201.png,1,,,,1,1,1,1,1,水戸市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,532,q_img_1_pc.png,q_img_1_sp.png,83,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
niigata_pref,niigata_pref,niigata,,新潟県,,kv_niigata.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.81%,令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_prefecture_niigata_attention1,,,,,,,,,niigata_map.png?231122,1,1,1,1,1,1,1,1,1,,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,518,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
niigata_15222,niigata_joetsu,niigata,15222,新潟県,上越市,kv_15222.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.91%,令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_city_niigata_15222_attention1,,,,,,,,,map_15222.png,1,,1,,1,1,1,,1,上越市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,518,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
niigata_15202,niigata_nagaoka,niigata,15202,新潟県,長岡市,kv_15202.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.93%,令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_city_niigata_15202_attention1,,,,,,,,,map_15202.png,1,,1,,1,1,1,,1,長岡市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,518,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
niigata_15101,niigata_niigata,niigata,15101,新潟県,新潟市,kv_15101.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.98%,令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_city_niigata_15101_attention1,,,,,,,,,map_15101.png,1,,1,,1,1,1,1,,新潟市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,243,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,272,q_img_2_pc.png,q_img_2_sp.png,81,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
nagano_pref,nagano_pref,nagano,,長野県,,kv_nagano.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.80%,,,,,,,,,,,nagano_map.png?231122,1,1,,1,,1,,,1,,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,uv1_nagano.jpg,"夫婦で乗り換えて15,000円もおトクに！楽天ポイントもザクザク",https://network.mobile.rakuten.co.jp/uservoice/59/,,,,,,,508,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
nagano_20202,nagano_matsumoto,nagano,20202,長野県,松本市,kv_20202.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.75%,,,,,,,,,,,map_20202.png,1,,1,,1,1,1,,1,松本市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,508,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
nagano_20201,nagano_nagano,nagano,20201,長野県,長野市,kv_20201.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.86%,,,,,,,,,,,map_20201.png,1,,1,,1,1,,,,長野市,RM__Ktkantoshin,bnr-twitter-ktkantoshin-pc.png,bnr-twitter-ktkantoshin-sp.png,,,,,,,,,,,,,,,,,,,,,,,118,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,140,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
toyama_pref,toyama_pref,toyama,,富山県,,kv_toyama.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.89%,令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_prefecture_toyama_attention1,,,,,,,,,toyama_map.png?231122,,,1,1,,1,1,,1,,RM__TokaiHoku,bnr-twitter-tokai-pc.png,bnr-twitter-tokai-sp.png,,,,,,,,,,,,,,,,,,,,,,,409,q_img_1_pc.png,q_img_1_sp.png,81,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,466,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
toyama_16201,toyama_toyama,toyama,16201,富山県,富山市,kv_16201.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.94%,令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_city_toyama_16201_attention1,,,,,,,,,map_16201.png,,,1,,1,1,1,,1,富山市,RM__TokaiHoku,bnr-twitter-tokai-pc.png,bnr-twitter-tokai-sp.png,,,,,,,,,,,,,,,,,,,,,,,409,q_img_1_pc.png,q_img_1_sp.png,81,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,466,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
ishikawa_pref,ishikawa_pref,ishikawa,,石川県,,kv_ishikawa.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.62%,令和6年1月23日からの大雪等による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2597/?l-id=area_prefecture_ishikawa_attention1,令和6年能登半島地震による通信ネットワークの応急復旧について,https://network.mobile.rakuten.co.jp/information/news/other/2589/?l-id=area_prefecture_ishikawa_attention2,（更新）令和6年能登半島地震による災害に伴う支援措置について,https://network.mobile.rakuten.co.jp/information/news/other/2569/?l-id=area_prefecture_ishikawa_attention3,【災害影響】令和6年能登半島地震の影響により、一部のお客様において通信サービスがご利用できない、またはご利用しづらい状況について,https://network.mobile.rakuten.co.jp/information/failure/2563/?l-id=area_prefecture_ishikawa_attention4,,,ishikawa_map.png?231122,1,,1,1,1,1,1,1,1,,RM__TokaiHoku,bnr-twitter-tokai-pc.png,bnr-twitter-tokai-sp.png,,,,,,,,,,,,,,uv1_ishikawa.jpg,もっと早く乗り換えればよかった！スマホ代を夫婦で大幅に節約,https://network.mobile.rakuten.co.jp/uservoice/15/,,,,,,,404,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,492,q_img_2_pc.png,q_img_2_sp.png,85,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
