pref,city,ward,concat,category,spectrum,eva_au,eva_ntt,eva_rakuten,eva_softbank,txt_rakuten,txt_softbank,txt_au,txt_ntt
福岡県,福岡市,早良区,福岡県 福岡市 早良区,ダウンロード速度体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,久留米市,,福岡県 久留米市 ,アップロード速度体感,全て,3,2,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,久留米市,,福岡県 久留米市 ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,久留米市,,福岡県 久留米市 ,通信品質,全て,3,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,久留米市,,福岡県 久留米市 ,ビデオ視聴体感,全て,2,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,久留米市,,福岡県 久留米市 ,カバレッジ,全て,4,5,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
福岡県,久留米市,,福岡県 久留米市 ,モバイルゲーム体感,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,久留米市,,福岡県 久留米市 ,ダウンロード速度体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
佐賀県,,,佐賀県  ,アップロード速度体感,全て,3,2,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
佐賀県,,,佐賀県  ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
佐賀県,,,佐賀県  ,通信品質,全て,3,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
佐賀県,,,佐賀県  ,ビデオ視聴体感,全て,3,3,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
佐賀県,,,佐賀県  ,カバレッジ,全て,3,4,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
佐賀県,,,佐賀県  ,モバイルゲーム体感,全て,5,3,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
佐賀県,,,佐賀県  ,ダウンロード速度体感,全て,4,5,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,,
長崎県,,,長崎県  ,アップロード速度体感,全て,3,2,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,,,長崎県  ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,,,長崎県  ,通信品質,全て,5,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,,,長崎県  ,ビデオ視聴体感,全て,2,3,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,,,長崎県  ,カバレッジ,全て,3,5,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
長崎県,,,長崎県  ,モバイルゲーム体感,全て,4,3,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,,,長崎県  ,ダウンロード速度体感,全て,3,4,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
長崎県,長崎市,,長崎県 長崎市 ,アップロード速度体感,全て,4,3,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,長崎市,,長崎県 長崎市 ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,長崎市,,長崎県 長崎市 ,通信品質,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,長崎市,,長崎県 長崎市 ,ビデオ視聴体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,長崎市,,長崎県 長崎市 ,カバレッジ,全て,4,5,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
長崎県,長崎市,,長崎県 長崎市 ,モバイルゲーム体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,長崎市,,長崎県 長崎市 ,ダウンロード速度体感,全て,4,5,4,5,楽天モバイルは高評価の星4つを獲得,,楽天モバイルはauと同数の星を獲得,
長崎県,佐世保市,,長崎県 佐世保市 ,アップロード速度体感,全て,3,3,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,佐世保市,,長崎県 佐世保市 ,利用率,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,佐世保市,,長崎県 佐世保市 ,通信品質,全て,4,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,佐世保市,,長崎県 佐世保市 ,ビデオ視聴体感,全て,2,4,4,2,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,佐世保市,,長崎県 佐世保市 ,カバレッジ,全て,4,4,4,2,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
長崎県,佐世保市,,長崎県 佐世保市 ,モバイルゲーム体感,全て,5,3,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
長崎県,佐世保市,,長崎県 佐世保市 ,ダウンロード速度体感,全て,3,4,3,4,,,楽天モバイルはauと同数の星を獲得,
熊本県,,,熊本県  ,アップロード速度体感,全て,3,2,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,,,熊本県  ,利用率,全て,5,5,4,5,楽天モバイルは高評価の星4つを獲得,,,
熊本県,,,熊本県  ,通信品質,全て,4,3,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,,,熊本県  ,ビデオ視聴体感,全て,4,3,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,,,熊本県  ,カバレッジ,全て,3,4,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
熊本県,,,熊本県  ,モバイルゲーム体感,全て,5,4,4,5,楽天モバイルは高評価の星4つを獲得,,,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,,,熊本県  ,ダウンロード速度体感,全て,4,4,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,,熊本県 熊本市 ,アップロード速度体感,全て,4,2,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,,熊本県 熊本市 ,利用率,全て,5,5,4,5,楽天モバイルは高評価の星4つを獲得,,,
熊本県,熊本市,,熊本県 熊本市 ,通信品質,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,,熊本県 熊本市 ,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,,熊本県 熊本市 ,カバレッジ,全て,5,5,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,,熊本県 熊本市 ,モバイルゲーム体感,全て,5,4,4,5,楽天モバイルは高評価の星4つを獲得,,,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,,熊本県 熊本市 ,ダウンロード速度体感,全て,4,4,3,4,,,,
熊本県,熊本市,中央区,熊本県 熊本市 中央区,アップロード速度体感,全て,4,2,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,中央区,熊本県 熊本市 中央区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,中央区,熊本県 熊本市 中央区,通信品質,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,中央区,熊本県 熊本市 中央区,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,中央区,熊本県 熊本市 中央区,カバレッジ,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,中央区,熊本県 熊本市 中央区,モバイルゲーム体感,全て,5,4,2,5,,,,
熊本県,熊本市,中央区,熊本県 熊本市 中央区,ダウンロード速度体感,全て,5,5,4,5,楽天モバイルは高評価の星4つを獲得,,,
熊本県,熊本市,東区,熊本県 熊本市 東区,アップロード速度体感,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,東区,熊本県 熊本市 東区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,東区,熊本県 熊本市 東区,通信品質,全て,2,3,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,東区,熊本県 熊本市 東区,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,東区,熊本県 熊本市 東区,カバレッジ,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,東区,熊本県 熊本市 東区,モバイルゲーム体感,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,東区,熊本県 熊本市 東区,ダウンロード速度体感,全て,4,5,4,5,楽天モバイルは高評価の星4つを獲得,,楽天モバイルはauと同数の星を獲得,
熊本県,熊本市,西区,熊本県 熊本市 西区,アップロード速度体感,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,西区,熊本県 熊本市 西区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,西区,熊本県 熊本市 西区,通信品質,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,西区,熊本県 熊本市 西区,ビデオ視聴体感,全て,5,4,2,5,,,,
熊本県,熊本市,西区,熊本県 熊本市 西区,カバレッジ,全て,3,5,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
熊本県,熊本市,西区,熊本県 熊本市 西区,モバイルゲーム体感,全て,5,3,3,5,,,,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,西区,熊本県 熊本市 西区,ダウンロード速度体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,南区,熊本県 熊本市 南区,アップロード速度体感,全て,4,2,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,南区,熊本県 熊本市 南区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,南区,熊本県 熊本市 南区,通信品質,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,南区,熊本県 熊本市 南区,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,南区,熊本県 熊本市 南区,カバレッジ,全て,4,5,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
熊本県,熊本市,南区,熊本県 熊本市 南区,モバイルゲーム体感,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,南区,熊本県 熊本市 南区,ダウンロード速度体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,アップロード速度体感,全て,3,2,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,通信品質,全て,4,3,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,ビデオ視聴体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,カバレッジ,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,モバイルゲーム体感,全て,5,2,4,5,楽天モバイルは高評価の星4つを獲得,,,楽天モバイルはNTTドコモよりも多くの星を獲得
熊本県,熊本市,北区,熊本県 熊本市 北区,ダウンロード速度体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,,,大分県  ,アップロード速度体感,全て,3,2,5,2,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
大分県,,,大分県  ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,,,大分県  ,通信品質,全て,3,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
大分県,,,大分県  ,ビデオ視聴体感,全て,3,3,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,,,大分県  ,カバレッジ,全て,3,4,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
大分県,,,大分県  ,モバイルゲーム体感,全て,5,4,5,2,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
大分県,,,大分県  ,ダウンロード速度体感,全て,4,4,4,2,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,大分市,,大分県 大分市 ,アップロード速度体感,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
大分県,大分市,,大分県 大分市 ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,大分市,,大分県 大分市 ,通信品質,全て,4,3,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
大分県,大分市,,大分県 大分市 ,ビデオ視聴体感,全て,3,3,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,大分市,,大分県 大分市 ,カバレッジ,全て,4,4,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,大分市,,大分県 大分市 ,モバイルゲーム体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
大分県,大分市,,大分県 大分市 ,ダウンロード速度体感,全て,5,5,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,,
宮崎県,,,宮崎県  ,アップロード速度体感,全て,3,2,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
宮崎県,,,宮崎県  ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
宮崎県,,,宮崎県  ,通信品質,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
宮崎県,,,宮崎県  ,ビデオ視聴体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
宮崎県,,,宮崎県  ,カバレッジ,全て,3,4,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
宮崎県,,,宮崎県  ,モバイルゲーム体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
宮崎県,,,宮崎県  ,ダウンロード速度体感,全て,3,4,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
宮崎県,宮崎市,,宮崎県 宮崎市 ,アップロード速度体感,全て,3,3,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
宮崎県,宮崎市,,宮崎県 宮崎市 ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
宮崎県,宮崎市,,宮崎県 宮崎市 ,通信品質,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
宮崎県,宮崎市,,宮崎県 宮崎市 ,ビデオ視聴体感,全て,4,3,2,3,,,,
宮崎県,宮崎市,,宮崎県 宮崎市 ,カバレッジ,全て,4,5,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
宮崎県,宮崎市,,宮崎県 宮崎市 ,モバイルゲーム体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
宮崎県,宮崎市,,宮崎県 宮崎市 ,ダウンロード速度体感,全て,3,4,3,4,,,楽天モバイルはauと同数の星を獲得,
鹿児島県,,,鹿児島県  ,アップロード速度体感,全て,3,2,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
鹿児島県,,,鹿児島県  ,利用率,全て,5,5,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
鹿児島県,,,鹿児島県  ,通信品質,全て,4,3,4,3,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
鹿児島県,,,鹿児島県  ,ビデオ視聴体感,全て,3,3,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
鹿児島県,,,鹿児島県  ,カバレッジ,全て,3,4,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
